human_id,ST,host_source_raw,collection_year,country,country_base_label,country_harmonised,country_iso_alpha2,country_iso_alpha3,country_iso_numeric,country_harmonisation_status
SAMN39080913,ST4843,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39143660,ST2096,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39143659,ST4843,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39143673,ST101,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39143665,ST4843,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39143723,ST4843,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39143676,ST4843,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39143674,ST4843,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39143675,ST42,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39143774,ST4843,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39143782,ST14,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39143725,ST4843,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39143727,ST4843,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39181641,ST3155,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39144529,ST37,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39144530,ST6602,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39181642,ST2504,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39184382,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39184381,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39184376,ST336,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39200898,ST11,Homo sapiens,2023,China:Fuzhou,China,China,CN,CHN,156,iso_3166_1
SAMN39200900,ST11,Homo sapiens,2023,China:Fuzhou,China,China,CN,CHN,156,iso_3166_1
SAMN39200901,ST11,Homo sapiens,2023,China:Fuzhou,China,China,CN,CHN,156,iso_3166_1
SAMN39200902,ST11,Homo sapiens,2023,China:Fuzhou,China,China,CN,CHN,156,iso_3166_1
SAMN39200899,ST11,Homo sapiens,2023,China:Fuzhou,China,China,CN,CHN,156,iso_3166_1
SAMN39200903,ST11,Homo sapiens,2023,China:Fuzhou,China,China,CN,CHN,156,iso_3166_1
SAMN39200905,ST11,Homo sapiens,2023,China:Fuzhou,China,China,CN,CHN,156,iso_3166_1
SAMN39222318,ST1838,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39200904,ST11,Homo sapiens,2023,China:Fuzhou,China,China,CN,CHN,156,iso_3166_1
SAMN39222324,ST35,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39244264,ST101,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39244290,ST258,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39222321,ST307,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39244304,ST268,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39244295,ST105,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39244305,ST268,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39244303,ST4121,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39244326,ST383,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39244306,ST268,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39244307,ST105,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39244309,ST16,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39254713,ST16,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259127,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259126,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39254711,ST15,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259131,ST1805,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259129,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259130,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259128,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259132,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259134,ST13,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259135,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259133,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259139,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259138,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259137,ST6873,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259136,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259143,ST14,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259142,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259140,ST258,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259141,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259151,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259150,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259148,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259149,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259153,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259152,ST6873,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259156,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259155,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259159,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259160,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259157,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259158,ST6873,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259161,ST14,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259165,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259164,ST111,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259162,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259172,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259166,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259170,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259175,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259176,ST76,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259173,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259174,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259177,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259178,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259183,ST252,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259187,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259190,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259186,ST1805,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259194,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259195,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259193,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259191,ST14,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259198,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259197,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259196,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259199,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259203,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259201,ST6873,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259200,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259204,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259206,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259209,ST6873,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259208,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259214,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259212,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259211,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259210,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259220,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259218,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259217,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259215,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259224,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259223,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259221,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259222,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259228,ST111,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259229,ST6873,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259225,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259226,ST15,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259233,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259232,ST14,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259231,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259234,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259236,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259235,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259237,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259239,ST94,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259247,ST6873,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259248,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259243,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259242,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259252,ST111,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259249,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259251,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259250,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259256,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259254,ST111,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259255,ST111,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259253,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259258,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259260,ST234,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259257,ST111,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259259,ST111,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259266,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259263,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259264,ST111,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259262,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259268,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259270,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259267,ST111,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259269,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259275,ST14,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259274,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259271,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259272,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259276,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259278,ST5,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259277,ST37,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259279,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259282,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259284,ST111,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259283,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259281,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259285,ST111,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259288,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259286,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259287,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259292,ST198,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259291,ST111,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259290,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259289,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259295,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259296,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259294,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259293,ST14,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259300,ST14,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259297,ST441,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259299,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259298,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259304,ST14,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259303,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259301,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259302,ST17,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259307,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259306,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259308,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259305,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259311,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259309,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259312,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259310,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259315,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259313,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259316,ST13,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259314,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259322,ST556,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259323,ST15,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259320,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259317,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259327,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259325,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259326,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259324,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259328,ST111,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259330,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259331,ST556,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259329,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259335,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259334,ST17,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259332,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259333,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259336,ST3020,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259337,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259339,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259338,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259340,ST111,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259344,ST111,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259343,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259342,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259346,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259347,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259348,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259345,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259350,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259351,ST323,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259352,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259349,ST1805,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259353,ST111,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259356,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259355,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259354,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259363,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259361,ST13,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259362,ST111,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259364,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259368,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259366,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259367,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259373,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259371,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259370,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259369,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259374,ST111,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259377,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259376,ST37,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259375,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259380,ST111,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259379,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259381,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259378,ST111,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259386,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259384,ST1229,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259383,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259382,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259390,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259388,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259389,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259387,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259391,ST111,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259394,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259393,ST111,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259392,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259396,ST211,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259397,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259400,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259404,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259402,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259405,ST111,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259403,ST15,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259408,ST111,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259407,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259409,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259410,ST37,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259411,ST111,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259412,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259414,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259415,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259420,ST13,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259419,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259421,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259417,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259422,ST258,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259423,ST111,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259426,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259425,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259428,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259430,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259429,ST17,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259431,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259438,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259432,ST45,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN39259439,ST17,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
