human_id,ST,host_source_raw,collection_year,country,country_base_label,country_harmonised,country_iso_alpha2,country_iso_alpha3,country_iso_numeric,country_harmonisation_status
SAMN35159596,ST7447,Homo sapiens,2022,USA:Boston,USA,United States,US,USA,840,iso_3166_1
SAMN35159594,ST45,Homo sapiens,2022,USA:Boston,USA,United States,US,USA,840,iso_3166_1
SAMN35159593,ST7445,Homo sapiens,2022,USA:Boston,USA,United States,US,USA,840,iso_3166_1
SAMN35159617,ST7451,Homo sapiens,2022,USA:Boston,USA,United States,US,USA,840,iso_3166_1
SAMN35330513,ST16,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN35330511,ST16,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN35440029,ST111,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN35440188,ST147,Homo sapiens,2021,USA,USA,United States,US,USA,840,iso_3166_1
SAMN35540144,ST15,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN35540154,ST16,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN35547170,ST268,Homo sapiens,2022,USA: Boston,USA,United States,US,USA,840,iso_3166_1
SAMN35573232,ST37,Homo sapiens,2022,USA,USA,United States,US,USA,840,iso_3166_1
SAMN35578090,ST11,Homo sapiens,2019,China,China,China,CN,CHN,156,iso_3166_1
SAMN35578115,ST11,Homo sapiens,2019,China,China,China,CN,CHN,156,iso_3166_1
SAMN35578106,ST11,Homo sapiens,2019,China,China,China,CN,CHN,156,iso_3166_1
SAMN35578086,ST11,Homo sapiens,2019,China,China,China,CN,CHN,156,iso_3166_1
SAMN35775781,ST395,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN35687201,ST15,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN35767229,ST337,Homo sapiens,2021,Australia,Australia,Australia,AU,AUS,036,iso_3166_1
SAMN35767243,ST54,Homo sapiens,2021,Australia,Australia,Australia,AU,AUS,036,iso_3166_1
SAMN35845410,ST2096,Homo sapiens,2019,USA: Los Angeles,USA,United States,US,USA,840,iso_3166_1
SAMN35845409,ST7457,Homo sapiens,2019,USA: Los Angeles,USA,United States,US,USA,840,iso_3166_1
SAMN35811330,ST11,Homo sapiens,2022,missing,,,,,,missing
SAMN35811326,ST11,Homo sapiens,2021,missing,,,,,,missing
SAMN36019590,ST4843,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN36019589,ST4843,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN36140200,ST4288,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN34996698,ST45,Homo sapiens,2019,"USA: Maywood, IL",USA,United States,US,USA,840,iso_3166_1
SAMN34996695,ST2095,Homo sapiens,2019,"USA: Maywood, IL",USA,United States,US,USA,840,iso_3166_1
SAMN34996794,ST37,Homo sapiens,2019,"USA: Maywood, IL",USA,United States,US,USA,840,iso_3166_1
SAMN34996779,ST34,Homo sapiens,2019,"USA: Maywood, IL",USA,United States,US,USA,840,iso_3166_1
SAMN36340863,ST231,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN36340859,ST147,Homo sapiens,2022,USA,USA,United States,US,USA,840,iso_3166_1
SAMN36340856,ST950,Homo sapiens,2022,USA,USA,United States,US,USA,840,iso_3166_1
SAMN36340853,ST784,Homo sapiens,2021,USA,USA,United States,US,USA,840,iso_3166_1
SAMN36340855,ST784,Homo sapiens,2022,USA,USA,United States,US,USA,840,iso_3166_1
SAMN36340851,ST784,Homo sapiens,2021,USA,USA,United States,US,USA,840,iso_3166_1
SAMN36356763,ST1552,Homo sapiens,2022,USA,USA,United States,US,USA,840,iso_3166_1
SAMN36340846,ST3712,Homo sapiens,2021,USA,USA,United States,US,USA,840,iso_3166_1
SAMN36356761,ST258,Homo sapiens,2021,USA,USA,United States,US,USA,840,iso_3166_1
SAMN36404983,ST219,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN36458812,ST4843,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN36459357,ST307,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN36459033,ST15,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN36470484,ST147,Homo sapiens,2023,Russia:Moscow,Russia,Russian Federation,RU,RUS,643,iso_3166_1
SAMN36470483,ST395,Homo sapiens,2023,Russia:Moscow,Russia,Russian Federation,RU,RUS,643,iso_3166_1
SAMN36470480,ST101,Homo sapiens,2023,Russia:Moscow,Russia,Russian Federation,RU,RUS,643,iso_3166_1
SAMN36519319,ST258,Homo sapiens,2020,Argentina,Argentina,Argentina,AR,ARG,032,iso_3166_1
SAMN36518399,ST629,Homo sapiens,2019,Argentina,Argentina,Argentina,AR,ARG,032,iso_3166_1
SAMN36526328,ST16,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN36526330,ST16,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN36673190,ST16,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN36673181,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN36676529,ST437,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN36676519,ST16,Homo sapiens,2022,USA,USA,United States,US,USA,840,iso_3166_1
SAMN36672509,ST307,Homo sapiens,2023,USA: Florida,USA,United States,US,USA,840,iso_3166_1
SAMN36692575,ST258,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN36672537,ST188,Homo sapiens,2023,USA: Florida,USA,United States,US,USA,840,iso_3166_1
SAMN36672534,ST258,Homo sapiens,2023,USA: Florida,USA,United States,US,USA,840,iso_3166_1
SAMN36672532,ST307,Homo sapiens,2023,USA: Florida,USA,United States,US,USA,840,iso_3166_1
SAMN36672521,ST147,Homo sapiens,2023,USA: Florida,USA,United States,US,USA,840,iso_3166_1
SAMN36696456,ST17,Homo sapiens,2022,USA: Florida,USA,United States,US,USA,840,iso_3166_1
SAMN36730811,ST11,Homo sapiens,2022,USA: Florida,USA,United States,US,USA,840,iso_3166_1
SAMN36841468,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN36965215,ST1496,Homo sapiens,2020,"USA: California,Los Angeles",USA,United States,US,USA,840,iso_3166_1
SAMN36965647,ST258,Homo sapiens,2019,"USA: California,Los Angeles",USA,United States,US,USA,840,iso_3166_1
SAMN36971187,ST14,Homo sapiens,2020,"USA: California,Los Angeles",USA,United States,US,USA,840,iso_3166_1
SAMN36994329,ST10,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN37001194,ST4843,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN37001193,ST4843,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN37285024,ST16,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN37517318,ST258,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN37327914,ST70,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMN37517875,ST14,Homo sapiens,2023,"USA: California, Los Angeles County",USA,United States,US,USA,840,iso_3166_1
SAMN37517874,ST147,Homo sapiens,2023,"USA: California, Los Angeles County",USA,United States,US,USA,840,iso_3166_1
SAMN37607855,ST147,Homo sapiens,2023,USA,USA,United States,US,USA,840,iso_3166_1
SAMD00497431,ST200,Homo sapiens,2019,Japan:Hokkaido,Japan,Japan,JP,JPN,392,iso_3166_1
SAMD00497807,ST200,Homo sapiens,2019,Japan:Yamagata,Japan,Japan,JP,JPN,392,iso_3166_1
SAMD00497809,ST2264,Homo sapiens,2019,Japan:Yamagata,Japan,Japan,JP,JPN,392,iso_3166_1
SAMD00497830,ST37,Homo sapiens,2019,Japan:Yamagata,Japan,Japan,JP,JPN,392,iso_3166_1
SAMD00498471,ST394,Homo sapiens,2019,Japan:Tokyo,Japan,Japan,JP,JPN,392,iso_3166_1
SAMD00498679,ST218,Homo sapiens,2019,Japan:Tokyo,Japan,Japan,JP,JPN,392,iso_3166_1
SAMEA113414202,ST512,Homo sapiens,2021,Italy,Italy,Italy,IT,ITA,380,iso_3166_1
SAMEA114094095,ST714,Homo sapiens,2020,Viet Nam,Viet Nam,Viet Nam,VN,VNM,704,iso_3166_1
SAMEA114094105,ST23,Homo sapiens,2019,Viet Nam,Viet Nam,Viet Nam,VN,VNM,704,iso_3166_1
SAMEA114094116,ST420,Homo sapiens,2020,Viet Nam,Viet Nam,Viet Nam,VN,VNM,704,iso_3166_1
SAMEA114094115,ST65,Homo sapiens,2019,Viet Nam,Viet Nam,Viet Nam,VN,VNM,704,iso_3166_1
SAMEA114094118,ST23,Homo sapiens,2020,Viet Nam,Viet Nam,Viet Nam,VN,VNM,704,iso_3166_1
SAMEA114094119,ST23,Homo sapiens,2019,Viet Nam,Viet Nam,Viet Nam,VN,VNM,704,iso_3166_1
SAMEA114094123,ST7318,Homo sapiens,2020,Viet Nam,Viet Nam,Viet Nam,VN,VNM,704,iso_3166_1
SAMEA114094129,ST23,Homo sapiens,2020,Viet Nam,Viet Nam,Viet Nam,VN,VNM,704,iso_3166_1
SAMEA114094125,ST91,Homo sapiens,2020,Viet Nam,Viet Nam,Viet Nam,VN,VNM,704,iso_3166_1
SAMEA114094132,ST23,Homo sapiens,2020,Viet Nam,Viet Nam,Viet Nam,VN,VNM,704,iso_3166_1
SAMEA114228259,ST23,Homo sapiens,2022,Germany,Germany,Germany,DE,DEU,276,iso_3166_1
SAMEA114245591,ST11,Homo sapiens,2022,Greece,Greece,Greece,GR,GRC,300,iso_3166_1
SAMEA114245592,ST11,Homo sapiens,2022,Greece,Greece,Greece,GR,GRC,300,iso_3166_1
SAMEA114245593,ST323,Homo sapiens,2022,Greece,Greece,Greece,GR,GRC,300,iso_3166_1
SAMEA114245594,ST258,Homo sapiens,2022,Greece,Greece,Greece,GR,GRC,300,iso_3166_1
SAMEA114245602,ST258,Homo sapiens,2022,Greece,Greece,Greece,GR,GRC,300,iso_3166_1
SAMEA114245604,ST147,Homo sapiens,2022,Greece,Greece,Greece,GR,GRC,300,iso_3166_1
SAMEA114245605,ST258,Homo sapiens,2022,Greece,Greece,Greece,GR,GRC,300,iso_3166_1
SAMEA114245611,ST405,Homo sapiens,2022,Greece,Greece,Greece,GR,GRC,300,iso_3166_1
SAMEA114245614,ST258,Homo sapiens,2022,Greece,Greece,Greece,GR,GRC,300,iso_3166_1
SAMEA114245617,ST39,Homo sapiens,2022,Greece,Greece,Greece,GR,GRC,300,iso_3166_1
SAMEA114245619,ST258,Homo sapiens,2022,Greece,Greece,Greece,GR,GRC,300,iso_3166_1
SAMEA114245620,ST258,Homo sapiens,2022,Greece,Greece,Greece,GR,GRC,300,iso_3166_1
SAMEA114245622,ST323,Homo sapiens,2022,Greece,Greece,Greece,GR,GRC,300,iso_3166_1
SAMEA114245627,ST323,Homo sapiens,2022,Greece,Greece,Greece,GR,GRC,300,iso_3166_1
SAMEA114245630,ST11,Homo sapiens,2022,Greece,Greece,Greece,GR,GRC,300,iso_3166_1
SAMEA114245634,ST147,Homo sapiens,2022,Greece,Greece,Greece,GR,GRC,300,iso_3166_1
SAMEA114245636,ST323,Homo sapiens,2022,Greece,Greece,Greece,GR,GRC,300,iso_3166_1
SAMEA114245632,ST323,Homo sapiens,2022,Greece,Greece,Greece,GR,GRC,300,iso_3166_1
SAMEA114245638,ST258,Homo sapiens,2022,Greece,Greece,Greece,GR,GRC,300,iso_3166_1
SAMEA114245639,ST39,Homo sapiens,2022,Greece,Greece,Greece,GR,GRC,300,iso_3166_1
SAMEA114245641,ST323,Homo sapiens,2022,Greece,Greece,Greece,GR,GRC,300,iso_3166_1
SAMEA114245648,ST17,Homo sapiens,2022,Greece,Greece,Greece,GR,GRC,300,iso_3166_1
SAMEA114245649,ST11,Homo sapiens,2022,Greece,Greece,Greece,GR,GRC,300,iso_3166_1
SAMEA114245654,ST512,Homo sapiens,2022,Greece,Greece,Greece,GR,GRC,300,iso_3166_1
SAMEA114245652,ST512,Homo sapiens,2022,Greece,Greece,Greece,GR,GRC,300,iso_3166_1
SAMEA114245657,ST258,Homo sapiens,2022,Greece,Greece,Greece,GR,GRC,300,iso_3166_1
SAMEA114245661,ST11,Homo sapiens,2022,Greece,Greece,Greece,GR,GRC,300,iso_3166_1
SAMEA114245662,ST11,Homo sapiens,2022,Greece,Greece,Greece,GR,GRC,300,iso_3166_1
SAMEA114245666,ST512,Homo sapiens,2022,Greece,Greece,Greece,GR,GRC,300,iso_3166_1
SAMEA114245667,ST11,Homo sapiens,2022,Greece,Greece,Greece,GR,GRC,300,iso_3166_1
SAMEA114245670,ST39,Homo sapiens,2022,Greece,Greece,Greece,GR,GRC,300,iso_3166_1
SAMEA114245672,ST11,Homo sapiens,2022,Greece,Greece,Greece,GR,GRC,300,iso_3166_1
SAMEA114245673,ST11,Homo sapiens,2022,Greece,Greece,Greece,GR,GRC,300,iso_3166_1
SAMEA114245675,ST11,Homo sapiens,2022,Greece,Greece,Greece,GR,GRC,300,iso_3166_1
SAMEA114245679,ST11,Homo sapiens,2022,Greece,Greece,Greece,GR,GRC,300,iso_3166_1
SAMEA114245680,ST39,Homo sapiens,2022,Greece,Greece,Greece,GR,GRC,300,iso_3166_1
SAMEA114245683,ST11,Homo sapiens,2022,Greece,Greece,Greece,GR,GRC,300,iso_3166_1
SAMEA114245692,ST11,Homo sapiens,2022,Greece,Greece,Greece,GR,GRC,300,iso_3166_1
SAMEA114245687,ST11,Homo sapiens,2022,Greece,Greece,Greece,GR,GRC,300,iso_3166_1
SAMEA114245696,ST258,Homo sapiens,2022,Greece,Greece,Greece,GR,GRC,300,iso_3166_1
SAMEA114245697,ST11,Homo sapiens,2022,Greece,Greece,Greece,GR,GRC,300,iso_3166_1
SAMEA114245698,ST39,Homo sapiens,2022,Greece,Greece,Greece,GR,GRC,300,iso_3166_1
SAMEA114245701,ST11,Homo sapiens,2022,Greece,Greece,Greece,GR,GRC,300,iso_3166_1
SAMEA114245709,ST11,Homo sapiens,2022,Greece,Greece,Greece,GR,GRC,300,iso_3166_1
SAMEA114245705,ST11,Homo sapiens,2022,Greece,Greece,Greece,GR,GRC,300,iso_3166_1
SAMEA114245714,ST323,Homo sapiens,2022,Greece,Greece,Greece,GR,GRC,300,iso_3166_1
SAMEA114245715,ST258,Homo sapiens,2022,Greece,Greece,Greece,GR,GRC,300,iso_3166_1
SAMEA114245716,ST258,Homo sapiens,2022,Greece,Greece,Greece,GR,GRC,300,iso_3166_1
SAMN18191509,ST607,Homo sapiens,2019,Thailand,Thailand,Thailand,TH,THA,764,iso_3166_1
SAMN20196371,ST15,Homo sapiens,2020,Italy,Italy,Italy,IT,ITA,380,iso_3166_1
SAMN20196368,ST15,Homo sapiens,2020,Italy,Italy,Italy,IT,ITA,380,iso_3166_1
SAMN22243475,ST258,Homo sapiens,2020,Germany: Thueringia,Germany,Germany,DE,DEU,276,iso_3166_1
SAMN20121912,ST2096,Homo sapiens,2019,IN - India,IN - India,India,IN,IND,356,iso_3166_1
SAMN23768914,ST432,Homo sapiens,2019,Ethiopia: Addis Ababa,Ethiopia,Ethiopia,ET,ETH,231,iso_3166_1
SAMN25413106,ST11,Homo sapiens,2019,China:Suzhou,China,China,CN,CHN,156,iso_3166_1
SAMN25413123,ST11,Homo sapiens,2019,China:Suzhou,China,China,CN,CHN,156,iso_3166_1
SAMN25413063,ST5,Homo sapiens,2019,China:Suzhou,China,China,CN,CHN,156,iso_3166_1
SAMN25413108,ST11,Homo sapiens,2019,China:Suzhou,China,China,CN,CHN,156,iso_3166_1
SAMN26994066,ST11,patient,2020,China,China,China,CN,CHN,156,iso_3166_1
SAMN26994061,ST11,patient,2020,China,China,China,CN,CHN,156,iso_3166_1
SAMN26994064,ST11,patient,2020,China,China,China,CN,CHN,156,iso_3166_1
SAMN26993978,ST11,patient,2019,China,China,China,CN,CHN,156,iso_3166_1
SAMN26993977,ST11,patient,2019,China,China,China,CN,CHN,156,iso_3166_1
SAMN26994058,ST11,patient,2020,China,China,China,CN,CHN,156,iso_3166_1
SAMN26994048,ST11,patient,2020,China,China,China,CN,CHN,156,iso_3166_1
SAMN26994039,ST11,patient,2020,China,China,China,CN,CHN,156,iso_3166_1
SAMN26994046,ST11,patient,2020,China,China,China,CN,CHN,156,iso_3166_1
SAMN26994047,ST11,patient,2020,China,China,China,CN,CHN,156,iso_3166_1
SAMN26994036,ST11,patient,2020,China,China,China,CN,CHN,156,iso_3166_1
SAMN26994031,ST11,patient,2020,China,China,China,CN,CHN,156,iso_3166_1
SAMN26994034,ST11,patient,2020,China,China,China,CN,CHN,156,iso_3166_1
SAMN26994028,ST11,patient,2020,China,China,China,CN,CHN,156,iso_3166_1
SAMN26993975,ST11,patient,2019,China,China,China,CN,CHN,156,iso_3166_1
SAMN26994026,ST11,patient,2020,China,China,China,CN,CHN,156,iso_3166_1
SAMN26994021,ST11,patient,2020,China,China,China,CN,CHN,156,iso_3166_1
SAMN26994022,ST11,patient,2020,China,China,China,CN,CHN,156,iso_3166_1
SAMN26994020,ST11,patient,2020,China,China,China,CN,CHN,156,iso_3166_1
SAMN26993974,ST11,patient,2019,China,China,China,CN,CHN,156,iso_3166_1
SAMN26994018,ST11,patient,2020,China,China,China,CN,CHN,156,iso_3166_1
SAMN26994017,ST11,patient,2020,China,China,China,CN,CHN,156,iso_3166_1
SAMN26994014,ST11,patient,2020,China,China,China,CN,CHN,156,iso_3166_1
SAMN26993973,ST11,patient,2019,China,China,China,CN,CHN,156,iso_3166_1
SAMN26994000,ST11,patient,2019,China,China,China,CN,CHN,156,iso_3166_1
SAMN26994003,ST11,patient,2019,China,China,China,CN,CHN,156,iso_3166_1
SAMN26993993,ST11,patient,2019,China,China,China,CN,CHN,156,iso_3166_1
SAMN26993995,ST11,patient,2019,China,China,China,CN,CHN,156,iso_3166_1
SAMN26993984,ST11,patient,2019,China,China,China,CN,CHN,156,iso_3166_1
SAMN26993990,ST11,patient,2019,China,China,China,CN,CHN,156,iso_3166_1
SAMN26994078,ST11,patient,2020,China,China,China,CN,CHN,156,iso_3166_1
SAMN26994075,ST11,patient,2020,China,China,China,CN,CHN,156,iso_3166_1
SAMN26994074,ST11,patient,2020,China,China,China,CN,CHN,156,iso_3166_1
SAMN26994073,ST11,patient,2020,China,China,China,CN,CHN,156,iso_3166_1
SAMN26993979,ST11,patient,2019,China,China,China,CN,CHN,156,iso_3166_1
SAMN26994069,ST11,patient,2020,China,China,China,CN,CHN,156,iso_3166_1
SAMN27767827,ST147,Homo sapiens,2021,USA,USA,United States,US,USA,840,iso_3166_1
SAMN27767829,ST147,Homo sapiens,2021,USA,USA,United States,US,USA,840,iso_3166_1
SAMN27767837,ST147,Homo sapiens,2021,USA,USA,United States,US,USA,840,iso_3166_1
SAMN27767839,ST13,Homo sapiens,2021,USA,USA,United States,US,USA,840,iso_3166_1
SAMN28174066,ST29,Homo sapiens,2019,USA: Houston,USA,United States,US,USA,840,iso_3166_1
SAMN28174069,ST29,Homo sapiens,2019,USA: Houston,USA,United States,US,USA,840,iso_3166_1
SAMN28194881,ST4843,Homo sapiens,2022,USA,USA,United States,US,USA,840,iso_3166_1
SAMN28546256,ST412,Homo sapiens,2020,"China: Chengdu, Sichuan",China,China,CN,CHN,156,iso_3166_1
SAMN28546295,ST11,Homo sapiens,2020,"China: Chengdu, Sichuan",China,China,CN,CHN,156,iso_3166_1
SAMN28546286,ST2004,Homo sapiens,2020,"China: Chengdu, Sichuan",China,China,CN,CHN,156,iso_3166_1
SAMN28546282,ST11,Homo sapiens,2020,"China: Chengdu, Sichuan",China,China,CN,CHN,156,iso_3166_1
SAMN28546280,ST11,Homo sapiens,2020,"China: Chengdu, Sichuan",China,China,CN,CHN,156,iso_3166_1
SAMN28546279,ST11,Homo sapiens,2020,"China: Chengdu, Sichuan",China,China,CN,CHN,156,iso_3166_1
SAMN28546278,ST11,Homo sapiens,2020,"China: Chengdu, Sichuan",China,China,CN,CHN,156,iso_3166_1
SAMN28546275,ST11,Homo sapiens,2020,"China: Chengdu, Sichuan",China,China,CN,CHN,156,iso_3166_1
SAMN28546269,ST11,Homo sapiens,2020,"China: Chengdu, Sichuan",China,China,CN,CHN,156,iso_3166_1
SAMN28666824,ST147,Homo sapiens,2022,USA,USA,United States,US,USA,840,iso_3166_1
SAMN28666834,ST147,Homo sapiens,2022,USA,USA,United States,US,USA,840,iso_3166_1
SAMN28666820,ST147,Homo sapiens,2022,USA,USA,United States,US,USA,840,iso_3166_1
SAMN28684418,ST6873,Homo sapiens,2022,USA,USA,United States,US,USA,840,iso_3166_1
SAMN28666821,ST147,Homo sapiens,2022,USA,USA,United States,US,USA,840,iso_3166_1
SAMN28684417,ST13,Homo sapiens,2022,USA,USA,United States,US,USA,840,iso_3166_1
SAMN28684401,ST147,Homo sapiens,2022,USA,USA,United States,US,USA,840,iso_3166_1
SAMN28686315,ST147,Homo sapiens,2022,USA,USA,United States,US,USA,840,iso_3166_1
SAMN28686314,ST147,Homo sapiens,2022,USA,USA,United States,US,USA,840,iso_3166_1
SAMN28686316,ST13,Homo sapiens,2022,USA,USA,United States,US,USA,840,iso_3166_1
SAMN28686321,ST6873,Homo sapiens,2022,USA,USA,United States,US,USA,840,iso_3166_1
SAMN28686322,ST6873,Homo sapiens,2022,USA,USA,United States,US,USA,840,iso_3166_1
SAMN28686389,ST111,Homo sapiens,2022,USA,USA,United States,US,USA,840,iso_3166_1
SAMN28743185,ST23,Homo sapiens,2019,Australia:Queensland,Australia,Australia,AU,AUS,036,iso_3166_1
SAMN28743423,ST1213,Homo sapiens,2019,Australia:Queensland,Australia,Australia,AU,AUS,036,iso_3166_1
SAMN28743520,ST35,Homo sapiens,2019,Australia:Queensland,Australia,Australia,AU,AUS,036,iso_3166_1
SAMN28743480,ST1198,Homo sapiens,2019,Australia:Queensland,Australia,Australia,AU,AUS,036,iso_3166_1
SAMN28744645,ST17,Homo sapiens,2019,Australia:Queensland,Australia,Australia,AU,AUS,036,iso_3166_1
SAMN28744572,ST1788,Homo sapiens,2019,Australia:Queensland,Australia,Australia,AU,AUS,036,iso_3166_1
SAMN28744508,ST13,Homo sapiens,2019,Australia:Queensland,Australia,Australia,AU,AUS,036,iso_3166_1
SAMN28744193,ST348,Homo sapiens,2019,Australia:Queensland,Australia,Australia,AU,AUS,036,iso_3166_1
SAMN28744178,ST45,Homo sapiens,2019,Australia:Queensland,Australia,Australia,AU,AUS,036,iso_3166_1
SAMN28744148,ST348,Homo sapiens,2019,Australia:Queensland,Australia,Australia,AU,AUS,036,iso_3166_1
SAMN28744185,ST25,Homo sapiens,2019,Australia:Queensland,Australia,Australia,AU,AUS,036,iso_3166_1
SAMN28744599,ST45,Homo sapiens,2019,Australia:Queensland,Australia,Australia,AU,AUS,036,iso_3166_1
SAMN28744511,ST392,Homo sapiens,2019,Australia:Queensland,Australia,Australia,AU,AUS,036,iso_3166_1
SAMN28744458,ST7394,Homo sapiens,2019,Australia:Queensland,Australia,Australia,AU,AUS,036,iso_3166_1
SAMN28744221,ST163,Homo sapiens,2019,Australia:Queensland,Australia,Australia,AU,AUS,036,iso_3166_1
SAMN28788560,ST7395,Homo sapiens,2022,USA,USA,United States,US,USA,840,iso_3166_1
SAMN28859648,ST147,Homo sapiens,2021,Germany,Germany,Germany,DE,DEU,276,iso_3166_1
SAMN28668680,ST7385,Homo sapiens,2021,Australia:Queensland,Australia,Australia,AU,AUS,036,iso_3166_1
SAMN28668583,ST309,Homo sapiens,2020,Australia:Queensland,Australia,Australia,AU,AUS,036,iso_3166_1
SAMN28668255,ST13,Homo sapiens,2019,Australia:Queensland,Australia,Australia,AU,AUS,036,iso_3166_1
SAMN28668279,ST219,Homo sapiens,2019,Australia:Queensland,Australia,Australia,AU,AUS,036,iso_3166_1
SAMN28668243,ST1412,Homo sapiens,2019,Australia:Queensland,Australia,Australia,AU,AUS,036,iso_3166_1
SAMN28668647,ST258,Homo sapiens,2020,Australia:Queensland,Australia,Australia,AU,AUS,036,iso_3166_1
SAMN28668645,ST392,Homo sapiens,2020,Australia:Queensland,Australia,Australia,AU,AUS,036,iso_3166_1
SAMN28668642,ST17,Homo sapiens,2020,Australia:Queensland,Australia,Australia,AU,AUS,036,iso_3166_1
SAMN28668622,ST557,Homo sapiens,2020,Australia:Queensland,Australia,Australia,AU,AUS,036,iso_3166_1
SAMN28668468,ST17,Homo sapiens,2020,Australia:Queensland,Australia,Australia,AU,AUS,036,iso_3166_1
SAMN28668462,ST1774,Homo sapiens,2020,Australia:Queensland,Australia,Australia,AU,AUS,036,iso_3166_1
SAMN28668817,ST307,Homo sapiens,2021,Australia:Queensland,Australia,Australia,AU,AUS,036,iso_3166_1
SAMN28668816,ST846,Homo sapiens,2021,Australia:Queensland,Australia,Australia,AU,AUS,036,iso_3166_1
SAMN28814729,ST219,Homo sapiens,2022,USA,USA,United States,US,USA,840,iso_3166_1
SAMN28934019,ST789,Homo sapiens,2020,"China: Chengdu, Sichuan",China,China,CN,CHN,156,iso_3166_1
SAMN28934026,ST789,Homo sapiens,2021,"China: Chengdu, Sichuan",China,China,CN,CHN,156,iso_3166_1
SAMN28934032,ST789,Homo sapiens,2021,"China: Chengdu, Sichuan",China,China,CN,CHN,156,iso_3166_1
SAMN28934018,ST789,Homo sapiens,2020,"China: Chengdu, Sichuan",China,China,CN,CHN,156,iso_3166_1
SAMN28934013,ST789,Homo sapiens,2020,"China: Chengdu, Sichuan",China,China,CN,CHN,156,iso_3166_1
SAMN29044362,ST147,Homo sapiens,2022,USA,USA,United States,US,USA,840,iso_3166_1
SAMN29044359,ST147,Homo sapiens,2022,USA,USA,United States,US,USA,840,iso_3166_1
SAMN29044361,ST147,Homo sapiens,2022,USA,USA,United States,US,USA,840,iso_3166_1
SAMN29044360,ST147,Homo sapiens,2022,USA,USA,United States,US,USA,840,iso_3166_1
SAMN29044358,ST147,Homo sapiens,2022,USA,USA,United States,US,USA,840,iso_3166_1
SAMN29044373,ST147,Homo sapiens,2022,USA,USA,United States,US,USA,840,iso_3166_1
SAMN29044371,ST147,Homo sapiens,2022,USA,USA,United States,US,USA,840,iso_3166_1
SAMN29044356,ST147,Homo sapiens,2022,USA,USA,United States,US,USA,840,iso_3166_1
SAMN29176644,ST258,Homo sapiens,2021,USA,USA,United States,US,USA,840,iso_3166_1
SAMN29188096,ST70,Homo sapiens,2019,Bangladesh,Bangladesh,Bangladesh,BD,BGD,050,iso_3166_1
SAMN29188092,ST11,Homo sapiens,2019,Bangladesh,Bangladesh,Bangladesh,BD,BGD,050,iso_3166_1
SAMN29188088,ST11,Homo sapiens,2020,Bangladesh,Bangladesh,Bangladesh,BD,BGD,050,iso_3166_1
SAMN29188091,ST11,Homo sapiens,2019,Bangladesh,Bangladesh,Bangladesh,BD,BGD,050,iso_3166_1
SAMN29188090,ST16,Homo sapiens,2019,Bangladesh,Bangladesh,Bangladesh,BD,BGD,050,iso_3166_1
SAMN29188073,ST16,Homo sapiens,2020,Bangladesh,Bangladesh,Bangladesh,BD,BGD,050,iso_3166_1
SAMN29188081,ST7398,Homo sapiens,2020,Bangladesh,Bangladesh,Bangladesh,BD,BGD,050,iso_3166_1
SAMN29188072,ST48,Homo sapiens,2020,Bangladesh,Bangladesh,Bangladesh,BD,BGD,050,iso_3166_1
SAMN29188071,ST540,Homo sapiens,2020,Bangladesh,Bangladesh,Bangladesh,BD,BGD,050,iso_3166_1
